category,resume_text
Mobile Developer,"Mobile Developer with 5 years of experience. Skilled in Azure, Docker, Hadoop, Tableau. Experience with Linux, Scrum. Education: M.Tech in AI."
Machine Learning Engineer,"Machine Learning Engineer with 2 years of experience. Skilled in C++, Kubernetes, Power BI, Java, Azure, Tableau, PostgreSQL. Experience with Ansible, Microservices. Education: B.E. in IT."
Cybersecurity Analyst,"Cybersecurity Analyst with 9 years of experience. Skilled in Spark, Azure, AWS, scikit-learn, Figma. Experience with Linux, Git, Jira. Education: M.S. in Data Science."
Data Scientist,"Data Scientist with 6 years of experience. Skilled in Redis, GCP, Solidity, Tableau, PyTorch. Experience with REST API, Terraform, Jira, CI/CD. Education: M.S. in Data Science."
Machine Learning Engineer,"Machine Learning Engineer with 6 years of experience. Skilled in MongoDB, GCP, Spark, Airflow, PostgreSQL, Kubernetes, React. Experience with Microservices, Ansible. Education: B.Tech in Computer Science."
Backend Developer,"Backend Developer with 10 years of experience. Skilled in Excel, GraphQL, TensorFlow, Solidity. Experience with CI/CD, Terraform, Jira. Education: B.Tech in Computer Science."
Machine Learning Engineer,"Machine Learning Engineer with 1 years of experience. Skilled in Redis, Hadoop, Docker, FastAPI, Azure. Experience with Terraform, GitHub Actions, Linux. Education: B.Tech in Computer Science."
AI Engineer,"AI Engineer with 8 years of experience. Skilled in MongoDB, C++, Flask, Excel, Docker, Pandas. Experience with Ansible, Terraform, Agile, Linux. Education: M.S. in Data Science."
UI/UX Designer,"UI/UX Designer with 6 years of experience. Skilled in Kafka, AWS, Kubernetes, Flask. Experience with GitHub Actions, Jira. Education: M.S. in Data Science."
Cloud Engineer,"Cloud Engineer with 6 years of experience. Skilled in PyTorch, Redis, Kubernetes, NumPy. Experience with Git, Jira, REST API, Microservices. Education: B.Tech in Computer Science."
QA Engineer,"QA Engineer with 5 years of experience. Skilled in Django, FastAPI, SQL, Elasticsearch, Node.js, Solidity, NumPy. Experience with Ansible, Linux, Terraform, GitHub Actions. Education: B.Tech in Computer Science."
Data Engineer,"Data Engineer with 3 years of experience. Skilled in Redis, AWS, C++, Airflow, Docker. Experience with Microservices, CI/CD, Jenkins. Education: B.E. in IT."
Mobile Developer,"Mobile Developer with 5 years of experience. Skilled in TensorFlow, AWS, Python, Azure. Experience with CI/CD, Ansible. Education: M.Tech in AI."
AI Engineer,"AI Engineer with 6 years of experience. Skilled in Docker, Solidity, Tableau, React, Redis, Python, NumPy. Experience with Jenkins, Jira, Terraform. Education: B.Tech in Computer Science."
UI/UX Designer,"UI/UX Designer with 1 years of experience. Skilled in TensorFlow, Redis, Spark, Kubernetes, Tableau, Airflow. Experience with Git, Agile, GitHub Actions. Education: B.Tech in Computer Science."
Software Engineer,"Software Engineer with 10 years of experience. Skilled in TensorFlow, Spark, SQL, Pandas, Kafka. Experience with Microservices, Jenkins. Education: M.S. in Data Science."
Data Engineer,"Data Engineer with 3 years of experience. Skilled in MongoDB, NumPy, TensorFlow, Tableau. Experience with Agile, REST API, GitHub Actions, Jenkins. Education: MBA."
Data Engineer,"Data Engineer with 8 years of experience. Skilled in Kubernetes, Elasticsearch, Kafka, AWS, scikit-learn, FastAPI, Airflow. Experience with Ansible, GitHub Actions, Jira. Education: M.Tech in AI."
Mobile Developer,"Mobile Developer with 8 years of experience. Skilled in GCP, Azure, Spark, C++, PostgreSQL. Experience with Scrum, CI/CD, Linux, Agile. Education: B.E. in IT."
UI/UX Designer,"UI/UX Designer with 4 years of experience. Skilled in GCP, Docker, Figma, Django, GraphQL, Excel. Experience with Agile, GitHub Actions, Scrum. Education: B.Des."
Blockchain Developer,"Blockchain Developer with 9 years of experience. Skilled in Airflow, Django, Excel, Spark, Node.js. Experience with Microservices, GitHub Actions, Git, Linux. Education: B.Tech in Computer Science."
Backend Developer,"Backend Developer with 5 years of experience. Skilled in Flask, Docker, scikit-learn, GCP, Kafka, Figma. Experience with Terraform, Scrum, Jenkins, Git. Education: B.Des."
Product Manager,"Product Manager with 5 years of experience. Skilled in TensorFlow, scikit-learn, Azure, Pandas, Hadoop, Docker, AWS. Experience with Terraform, Scrum, Git, Agile. Education: B.Tech in Computer Science."
Backend Developer,"Backend Developer with 3 years of experience. Skilled in Flask, Redis, Docker, scikit-learn, Django, Figma, NumPy. Experience with Microservices, Git, Jenkins, Ansible. Education: M.Tech in AI."
Machine Learning Engineer,"Machine Learning Engineer with 8 years of experience. Skilled in Kubernetes, Hadoop, Pandas, Java. Experience with Jira, Terraform, CI/CD. Education: B.Des."
Mobile Developer,"Mobile Developer with 7 years of experience. Skilled in Django, Kubernetes, Kafka, Solidity, React. Experience with Agile, Ansible, Linux, Jenkins. Education: B.Des."
Product Manager,"Product Manager with 7 years of experience. Skilled in Django, Tableau, Python, Excel, Figma, Pandas. Experience with REST API, Git, Linux. Education: B.Des."
Machine Learning Engineer,"Machine Learning Engineer with 1 years of experience. Skilled in Power BI, Django, TensorFlow, Node.js, Figma, MongoDB, Hadoop. Experience with Terraform, Linux, Ansible. Education: M.Tech in AI."
Cloud Engineer,"Cloud Engineer with 7 years of experience. Skilled in MongoDB, Airflow, Redis, NumPy, Excel, TensorFlow, Hadoop. Experience with CI/CD, GitHub Actions, Linux. Education: MBA."
DevOps Engineer,"DevOps Engineer with 6 years of experience. Skilled in FastAPI, Django, Kafka, NumPy, Figma. Experience with Terraform, Microservices, Linux. Education: M.Tech in AI."
Blockchain Developer,"Blockchain Developer with 10 years of experience. Skilled in C++, Airflow, scikit-learn, GCP. Experience with Agile, Git, REST API, Scrum. Education: M.S. in Data Science."
Cloud Engineer,"Cloud Engineer with 8 years of experience. Skilled in Pandas, PostgreSQL, Kubernetes, C++, Tableau. Experience with Scrum, Git, Jenkins. Education: MBA."
AI Engineer,"AI Engineer with 1 years of experience. Skilled in Azure, GCP, PostgreSQL, PyTorch, Docker. Experience with Scrum, Ansible, Jira. Education: M.Tech in AI."
Backend Developer,"Backend Developer with 7 years of experience. Skilled in Spark, React, GraphQL, Flask, GCP, Java. Experience with Scrum, Jira. Education: B.Des."
AI Engineer,"AI Engineer with 5 years of experience. Skilled in Docker, Pandas, Airflow, Power BI, TensorFlow. Experience with Scrum, Jenkins. Education: MBA."
Frontend Developer,"Frontend Developer with 3 years of experience. Skilled in Tableau, SQL, GraphQL, React. Experience with Linux, Jenkins, Git, Microservices. Education: B.Des."
Backend Developer,"Backend Developer with 3 years of experience. Skilled in Azure, Kafka, React, Airflow, Java. Experience with Terraform, Linux, Git, GitHub Actions. Education: M.S. in Data Science."
QA Engineer,"QA Engineer with 5 years of experience. Skilled in C++, Airflow, AWS, NumPy. Experience with Ansible, Linux. Education: B.E. in IT."
QA Engineer,"QA Engineer with 7 years of experience. Skilled in Flask, Solidity, Hadoop, Docker, Java, Node.js, Pandas. Experience with Ansible, Git. Education: B.Des."
Backend Developer,"Backend Developer with 5 years of experience. Skilled in Solidity, AWS, Django, FastAPI, Spark, NumPy. Experience with GitHub Actions, Git, Agile. Education: M.Tech in AI."
UI/UX Designer,"UI/UX Designer with 5 years of experience. Skilled in Flask, Pandas, PostgreSQL, Elasticsearch. Experience with Agile, CI/CD, Terraform. Education: B.Tech in Computer Science."
Cybersecurity Analyst,"Cybersecurity Analyst with 5 years of experience. Skilled in PyTorch, Java, Azure, FastAPI. Experience with Microservices, Jira, Git, GitHub Actions. Education: MBA."
Backend Developer,"Backend Developer with 1 years of experience. Skilled in React, Hadoop, Spark, SQL, Kubernetes, Airflow. Experience with Jenkins, CI/CD, Ansible, GitHub Actions. Education: B.Des."
Product Manager,"Product Manager with 10 years of experience. Skilled in FastAPI, Airflow, C++, PostgreSQL, scikit-learn, NumPy, GraphQL. Experience with Jenkins, Terraform, Ansible, CI/CD. Education: B.E. in IT."
Mobile Developer,"Mobile Developer with 1 years of experience. Skilled in Flask, Python, Django, GCP. Experience with Scrum, Jira. Education: M.S. in Data Science."
Business Analyst,"Business Analyst with 2 years of experience. Skilled in Flask, Kubernetes, C++, FastAPI, Django, Solidity, GraphQL. Experience with REST API, Ansible, Jira. Education: M.S. in Data Science."
Data Engineer,"Data Engineer with 9 years of experience. Skilled in Hadoop, Spark, Elasticsearch, scikit-learn, GraphQL, Excel, PyTorch. Experience with Jira, Git. Education: M.S. in Data Science."
Blockchain Developer,"Blockchain Developer with 2 years of experience. Skilled in FastAPI, Kafka, PostgreSQL, PyTorch, NumPy, TensorFlow. Experience with Ansible, Jira. Education: B.E. in IT."
DevOps Engineer,"DevOps Engineer with 10 years of experience. Skilled in Excel, PyTorch, MongoDB, Pandas. Experience with Scrum, GitHub Actions, Ansible. Education: B.Des."
Frontend Developer,"Frontend Developer with 10 years of experience. Skilled in React, GCP, GraphQL, Spark, C++, NumPy, Kubernetes. Experience with REST API, Jenkins, CI/CD. Education: M.S. in Data Science."
DevOps Engineer,"DevOps Engineer with 10 years of experience. Skilled in Excel, Kubernetes, Figma, Tableau, Docker, SQL. Experience with Microservices, Scrum. Education: M.S. in Data Science."
Business Analyst,"Business Analyst with 3 years of experience. Skilled in SQL, FastAPI, React, Python, Docker, scikit-learn, C++. Experience with Linux, Git, Jira. Education: MBA."
Data Engineer,"Data Engineer with 7 years of experience. Skilled in Azure, Spark, Python, Django, Tableau. Experience with Agile, Git, Scrum, Jira. Education: B.E. in IT."
AI Engineer,"AI Engineer with 9 years of experience. Skilled in Elasticsearch, Azure, Excel, FastAPI, Solidity. Experience with Scrum, Agile, Jira. Education: B.E. in IT."
Data Scientist,"Data Scientist with 4 years of experience. Skilled in PostgreSQL, Flask, SQL, Java, AWS, Hadoop. Experience with Terraform, Scrum. Education: M.S. in Data Science."
Data Scientist,"Data Scientist with 9 years of experience. Skilled in Django, AWS, Hadoop, Kubernetes, Node.js. Experience with Jira, GitHub Actions. Education: B.Des."
Frontend Developer,"Frontend Developer with 1 years of experience. Skilled in NumPy, GCP, PyTorch, Elasticsearch. Experience with Jira, REST API. Education: B.E. in IT."
UI/UX Designer,"UI/UX Designer with 8 years of experience. Skilled in Kubernetes, SQL, Solidity, Python, Hadoop, MongoDB. Experience with Git, GitHub Actions, Terraform. Education: MBA."
Cloud Engineer,"Cloud Engineer with 4 years of experience. Skilled in Elasticsearch, Figma, Tableau, NumPy, Azure, Python, PostgreSQL. Experience with Agile, REST API, Jira, Ansible. Education: B.Des."
Software Engineer,"Software Engineer with 10 years of experience. Skilled in PyTorch, Spark, PostgreSQL, C++, Hadoop, Solidity, Java. Experience with Jira, Terraform. Education: M.Tech in AI."
Mobile Developer,"Mobile Developer with 8 years of experience. Skilled in Node.js, C++, Flask, Power BI, React, Python. Experience with Linux, Agile, Microservices, Jira. Education: M.Tech in AI."
QA Engineer,"QA Engineer with 5 years of experience. Skilled in MongoDB, React, PyTorch, Pandas. Experience with REST API, CI/CD, Jenkins, Agile. Education: B.Tech in Computer Science."
Machine Learning Engineer,"Machine Learning Engineer with 5 years of experience. Skilled in Pandas, Airflow, Azure, Redis. Experience with Terraform, CI/CD. Education: B.Des."
Business Analyst,"Business Analyst with 6 years of experience. Skilled in SQL, Kubernetes, Solidity, GraphQL, GCP, Elasticsearch. Experience with REST API, Terraform, CI/CD. Education: M.S. in Data Science."
Cloud Engineer,"Cloud Engineer with 2 years of experience. Skilled in Docker, Hadoop, AWS, Node.js. Experience with Agile, Ansible, Scrum, CI/CD. Education: MBA."
Product Manager,"Product Manager with 7 years of experience. Skilled in Django, Azure, Tableau, Elasticsearch, Solidity, FastAPI, Spark. Experience with GitHub Actions, Jira, Scrum, Agile. Education: M.S. in Data Science."
Data Scientist,"Data Scientist with 1 years of experience. Skilled in Kubernetes, PyTorch, scikit-learn, Excel, Figma, C++. Experience with Terraform, Ansible. Education: B.Des."
DevOps Engineer,"DevOps Engineer with 5 years of experience. Skilled in Kafka, AWS, Excel, GraphQL, Docker, scikit-learn. Experience with Terraform, GitHub Actions, Jira. Education: B.Des."
Data Scientist,"Data Scientist with 8 years of experience. Skilled in PyTorch, Docker, Redis, Flask, MongoDB, Node.js. Experience with Terraform, Agile, Jenkins, Microservices. Education: MBA."
Product Manager,"Product Manager with 4 years of experience. Skilled in GraphQL, Python, PostgreSQL, Azure, Power BI. Experience with Scrum, GitHub Actions, Agile, Git. Education: B.Des."
Machine Learning Engineer,"Machine Learning Engineer with 7 years of experience. Skilled in Excel, Node.js, Kafka, Docker, PyTorch, scikit-learn, GraphQL. Experience with Ansible, Agile, Scrum, Microservices. Education: M.Tech in AI."
Cloud Engineer,"Cloud Engineer with 2 years of experience. Skilled in TensorFlow, Power BI, Pandas, Kafka. Experience with Microservices, Scrum. Education: M.Tech in AI."
Data Engineer,"Data Engineer with 4 years of experience. Skilled in Docker, Solidity, Python, Django, TensorFlow. Experience with GitHub Actions, Jira, Microservices, REST API. Education: M.S. in Data Science."
Data Engineer,"Data Engineer with 8 years of experience. Skilled in Spark, PostgreSQL, Flask, Elasticsearch, Tableau. Experience with Jira, Git, Scrum. Education: B.E. in IT."
Backend Developer,"Backend Developer with 7 years of experience. Skilled in Kubernetes, Python, React, C++, PyTorch, Azure. Experience with Microservices, GitHub Actions, Scrum, Linux. Education: B.Des."
Data Engineer,"Data Engineer with 3 years of experience. Skilled in Java, NumPy, TensorFlow, GCP, C++. Experience with CI/CD, Git, Terraform. Education: B.Tech in Computer Science."
Cybersecurity Analyst,"Cybersecurity Analyst with 10 years of experience. Skilled in Solidity, SQL, scikit-learn, AWS. Experience with GitHub Actions, Ansible, Jenkins. Education: B.Tech in Computer Science."
UI/UX Designer,"UI/UX Designer with 5 years of experience. Skilled in C++, GCP, React, Azure, Python, GraphQL, Kubernetes. Experience with Scrum, Jenkins. Education: MBA."
Business Analyst,"Business Analyst with 4 years of experience. Skilled in scikit-learn, Airflow, PyTorch, Hadoop, Solidity, React, C++. Experience with Microservices, GitHub Actions, Git, Agile. Education: M.Tech in AI."
